2.025000000000000000e+03
2.500000000000000000e+03
3.025000000000000000e+03
3.600000000000000000e+03
4.225000000000000000e+03
4.900000000000000000e+03
5.625000000000000000e+03
6.400000000000000000e+03
7.225000000000000000e+03
8.100000000000000000e+03
9.025000000000000000e+03
1.000000000000000000e+04
1.102500000000000000e+04
1.210000000000000000e+04
1.322500000000000000e+04
